体重減少,体重減少
減量,体重減少
激やせ,体重減少
痩せ,体重減少
痩せた,体重減少
痩せてきた,体重減少
痩せる,体重減少
痩身,体重減少
体重減少性無月経,体重減少性無月経
併発白内障,併発白内障
依存性パーソナリティ障害,依存性パーソナリティ障害
侵入胞状奇胎,侵入胞状奇胎
侵襲性肺アスペルギルス症,侵襲性肺アスペルギルス症
侵襲性肺炎球菌感染症,侵襲性肺炎球菌感染症
便失禁,便失禁
便潜血,便潜血
便異常,便異常
便秘型過敏性腸症候群,便秘型過敏性腸症候群
便秘症,便秘症
便色異常,便色異常
便通異常,便通異常
係留脊髄,係留脊髄
修正大血管転位,修正大血管転位
おもい,倦怠感
かったりい,倦怠感
だるさがある,倦怠感
やるきがない,倦怠感
体がだるく感じる,倦怠感
倦怠感,倦怠感
気だるい　,倦怠感
気怠さ,倦怠感
腰が重い,倦怠感
偏食,偏食
停留精巣,停留精巣
健忘性失語症,健忘性失語症
アルツハイマー,健忘症
きおくしょうがい,健忘症
ストレス障害,健忘症
ついうっかり,健忘症
なんだっけ,健忘症
ボケとる,健忘症
ぼける,健忘症
健忘,健忘症
健忘症,健忘症
忘っぽい,健忘症
忘れっぽい,健忘症
忘れやすい,健忘症
思い出せない,健忘症
物を忘れる事,健忘症
物事を思い出せない,健忘症
直ぐに忘れてしまうこと,健忘症
記憶があいまいになる,健忘症
健忘症候群,健忘症候群
きょうふつ,側胸部痛
みぎむねいた,側胸部痛
みぎむねぶつう,側胸部痛
側胸部痛,側胸部痛
右むねいたい,側胸部痛
右側の胸が痛いこと,側胸部痛
左の胸部が痛い,側胸部痛
左わきの部分が痛い,側胸部痛
左側の胸部が痛い,側胸部痛
左側胸部打撲,側胸部痛
左胸に痛みがはしる,側胸部痛
左胸のいたみ,側胸部痛
左胸の脇が痛い,側胸部痛
循環器系の痛み,側胸部痛
横っ腹いた,側胸部痛
胸の右が痛い,側胸部痛
胸の右側の痛み,側胸部痛
胸の左側が痛い,側胸部痛
胸部左側の痛み,側胸部痛
おなか痛,側腹部痛
お腹の右側が痛い,側腹部痛
お腹の右側の痛み,側腹部痛
お腹の横が痛い,側腹部痛
そくふく,側腹部痛
ひだりがわふくぶつう,側腹部痛
よこはらいたみ,側腹部痛
わき腹が疼く,側腹部痛
わき腹の痛み,側腹部痛
側腹部打撲,側腹部痛
側腹部痛,側腹部痛
右のおなかがいたい,側腹部痛
右の脇腹の痛み,側腹部痛
右の脇腹痛,側腹部痛
右の腹の痛み,側腹部痛
右わき腹疼痛,側腹部痛
右側の腹痛,側腹部痛
右側の腹痛の痛み,側腹部痛
右側腹部痛,側腹部痛
右横のお腹がいたい,側腹部痛
右横腹が痛い,側腹部痛
右横腹の痛み,側腹部痛
右脇腹痛,側腹部痛
左の脇腹痛,側腹部痛
左わき腹の痛み,側腹部痛
左わき腹疼痛,側腹部痛
左側がお腹痛い,側腹部痛
左側のおなかが痛い,側腹部痛
左側のお腹が痛い,側腹部痛
左側の腹が痛い,側腹部痛
左側の腹部痛,側腹部痛
左側腹部痛,側腹部痛
左横っ腹が痛い,側腹部痛
左横腹が痛い,側腹部痛
左脇腹痛,側腹部痛
横腹の痛み,側腹部痛
片腹痛い,側腹部痛
胆嚢炎,側腹部痛
脇腹が痛む,側腹部痛
腎臓機能障害,側腹部痛
腹の右側痛い,側腹部痛
腹側面の痛み,側腹部痛
膵臓炎,側腹部痛
側頭葉てんかん,側頭葉てんかん
側頭葉症候群,側頭葉症候群
側頭葉神経膠腫,側頭葉神経膠腫
側頭葉腫瘍,側頭葉腫瘍
側頭葉膠芽腫,側頭葉膠芽腫
側頭部痛,側頭部痛
側頭骨腫瘍,側頭骨腫瘍
側頭骨陥没骨折,側頭骨陥没骨折
側頭骨骨折,側頭骨骨折
偽アルドステロン症,偽アルドステロン症
偽性イレウス,偽性イレウス
偽性バーター症候群,偽性バーター症候群
偽性低アルドステロン症,偽性低アルドステロン症
偽性偽性副甲状腺機能低下症,偽性偽性副甲状腺機能低下症
偽性副甲状腺機能低下症,偽性副甲状腺機能低下症
偽性動脈瘤,偽性動脈瘤
偽斜視,偽斜視
偽痛風,偽痛風
偽翼状片,偽翼状片
偽膜性大腸炎,偽膜性大腸炎
偽膜性結膜炎,偽膜性結膜炎
偽膜性腸炎,偽膜性腸炎
偽関節,偽関節
傍十二指腸乳頭憩室,傍十二指腸乳頭憩室
傍矢状洞髄膜腫,傍矢状洞髄膜腫
傍神経節腫,傍神経節腫
傍腫瘍性辺縁系脳炎,傍腫瘍性辺縁系脳炎
傍鞍部腫瘍,傍鞍部腫瘍
傍骨性骨肉腫,傍骨性骨肉腫
僧帽弁不全症,僧帽弁不全症
僧帽弁弁膜症,僧帽弁弁膜症
僧帽弁形成術後,僧帽弁形成術後
僧帽弁狭窄兼閉鎖不全症,僧帽弁狭窄兼閉鎖不全症
僧帽弁狭窄症,僧帽弁狭窄症
僧帽弁疾患,僧帽弁疾患
僧帽弁腱索断裂,僧帽弁腱索断裂
僧帽弁膜症,僧帽弁膜症
僧帽弁輪拡大,僧帽弁輪拡大
僧帽弁輪石灰化,僧帽弁輪石灰化
僧帽弁逆流症,僧帽弁逆流症
僧帽弁逸脱,僧帽弁逸脱
僧帽弁逸脱症候群,僧帽弁逸脱症候群
僧帽弁閉鎖不全症,僧帽弁閉鎖不全症
僧帽筋痛,僧帽筋痛
僧帽筋麻痺,僧帽筋麻痺
充填物脱離,充填物脱離
充実性卵巣腫瘍,充実性卵巣腫瘍
先天性ＧＰＩ欠損症,先天性ＧＰＩ欠損症
先天性エプーリス,先天性エプーリス
先天性サイトメガロウイルス感染症,先天性サイトメガロウイルス感染症
先天性ミオパチー,先天性ミオパチー
先天性三尖弁狭窄症,先天性三尖弁狭窄症
先天性三尖弁閉鎖不全症,先天性三尖弁閉鎖不全症
先天性下唇瘻,先天性下唇瘻
先天性乳び胸,先天性乳び胸
先天性僧帽弁狭窄症,先天性僧帽弁狭窄症
先天性僧帽弁閉鎖不全症,先天性僧帽弁閉鎖不全症
先天性僧帽弁閉鎖症,先天性僧帽弁閉鎖症
先天性免疫不全症候群,先天性免疫不全症候群
先天性内反足,先天性内反足
先天性冠状動脈瘻,先天性冠状動脈瘻
先天性副腎性器症候群,先天性副腎性器症候群
先天性副腎過形成,先天性副腎過形成
先天性動静脈瘤,先天性動静脈瘤
先天性動静脈瘻,先天性動静脈瘻
先天性十二指腸狭窄症,先天性十二指腸狭窄症
先天性喘鳴,先天性喘鳴
先天性回腸狭窄症,先天性回腸狭窄症
先天性声門下狭窄症,先天性声門下狭窄症
先天性外耳道狭窄症,先天性外耳道狭窄症
先天性外耳道閉鎖症,先天性外耳道閉鎖症
先天性多発性関節拘縮症,先天性多発性関節拘縮症
先天性大動脈弁狭窄症,先天性大動脈弁狭窄症
先天性大脳白質形成不全症,先天性大脳白質形成不全症
先天性大腸閉鎖,先天性大腸閉鎖
先天性大葉性肺気腫,先天性大葉性肺気腫
先天性好中球減少症,先天性好中球減少症
先天性尿管奇形,先天性尿管奇形
先天性尿道奇形,先天性尿道奇形
先天性尿道弁,先天性尿道弁
先天性弱視,先天性弱視
先天性心疾患,先天性心疾患
先天性感染,先天性感染
先天性横隔膜ヘルニア,先天性横隔膜ヘルニア
先天性橈骨頭脱臼,先天性橈骨頭脱臼
先天性気管支軟化症,先天性気管支軟化症
先天性気管狭窄症,先天性気管狭窄症
先天性気管軟化症,先天性気管軟化症
先天性水腎水尿管,先天性水腎水尿管
先天性水腎症,先天性水腎症
先天性水頭症,先天性水頭症
先天性涙管閉塞症,先天性涙管閉塞症
先天性無痛無汗症,先天性無痛無汗症
先天性甲状腺機能低下症,先天性甲状腺機能低下症
先天性痙性麻痺,先天性痙性麻痺
先天性白内障,先天性白内障
先天性白皮症,先天性白皮症
先天性皮膚欠損,先天性皮膚欠損
先天性眼振,先天性眼振
先天性眼瞼下垂,先天性眼瞼下垂
先天性筋ジストロフィー,先天性筋ジストロフィー
先天性筋性斜頚,先天性筋性斜頚
先天性筋緊張低下,先天性筋緊張低下
先天性絞扼輪,先天性絞扼輪
先天性網膜剥離,先天性網膜剥離
先天性総胆管拡張症,先天性総胆管拡張症
先天性耳介奇形,先天性耳介奇形
先天性耳瘻孔,先天性耳瘻孔
先天性聾,先天性聾
先天性肝内胆管拡張症,先天性肝内胆管拡張症
先天性肝線維症,先天性肝線維症
先天性股関節亜脱臼,先天性股関節亜脱臼
先天性股関節症,先天性股関節症
先天性股関節脱臼,先天性股関節脱臼
先天性肥厚性幽門狭窄症,先天性肥厚性幽門狭窄症
先天性肺動脈弁狭窄症,先天性肺動脈弁狭窄症
先天性肺気腫,先天性肺気腫
先天性肺炎,先天性肺炎
先天性胆管拡張症,先天性胆管拡張症
先天性胆道拡張症,先天性胆道拡張症
先天性脊柱側弯症,先天性脊柱側弯症
先天性脚長不等,先天性脚長不等
先天性脳奇形,先天性脳奇形
先天性脳腫瘍,先天性脳腫瘍
先天性腎萎縮,先天性腎萎縮
先天性膀胱尿管逆流,先天性膀胱尿管逆流
先天性膝蓋骨脱臼,先天性膝蓋骨脱臼
先天性膝関節脱臼,先天性膝関節脱臼
先天性血栓性血小板減少性紫斑病,先天性血栓性血小板減少性紫斑病
先天性血管拡張性大理石様皮斑,先天性血管拡張性大理石様皮斑
先天性表皮水疱症,先天性表皮水疱症
先天性角化異常症,先天性角化異常症
先天性貧血,先天性貧血
先天性間葉芽腎腫,先天性間葉芽腎腫
先天性難聴,先天性難聴
先天性静脈瘤,先天性静脈瘤
先天性風疹症候群,先天性風疹症候群
先天性食道狭窄症,先天性食道狭窄症
先天性魚鱗癬,先天性魚鱗癬
先天性鼻咽腔閉鎖不全,先天性鼻咽腔閉鎖不全
先天梅毒,先天梅毒
先天歯,先天歯
先天異常,先天異常
先天異常症候群,先天異常症候群
先端巨大症,先端巨大症
光接触皮膚炎,光接触皮膚炎
光沢苔癬,光沢苔癬
光視症,光視症
光線性花弁状色素斑,光線性花弁状色素斑
光線角化症,光線角化症
光線過敏症,光線過敏症
免疫不全,免疫不全
免疫疾患,免疫疾患
兎眼性角膜炎,兎眼性角膜炎
兎眼症,兎眼症
児頭骨盤不均衡,児頭骨盤不均衡
児頭骨盤不適合,児頭骨盤不適合
全前脳胞症,全前脳胞症
全外眼筋麻痺,全外眼筋麻痺
全盲,全盲
全結腸型ヒルシュスプルング病,全結腸型ヒルシュスプルング病
全胞状奇胎,全胞状奇胎
全般性不安障害,全般性不安障害
からだがだるい,全身倦怠感
すごくだるい,全身倦怠感
ダルさ,全身倦怠感
やる気が起きない。,全身倦怠感
体が全体的にだるいこと,全身倦怠感
体中えらい,全身倦怠感
体中がだるい,全身倦怠感
全身が怠い,全身倦怠感
全身だるい,全身倦怠感
全身のだるさ,全身倦怠感
全身倦怠感,全身倦怠感
全身疲労,全身倦怠感
全身疲労感,全身倦怠感
外傷はないが身体が怠い状態,全身倦怠感
気だるい状態,全身倦怠感
身体に嫌悪感,全身倦怠感
重い,全身倦怠感
全身型若年性特発性関節炎,全身型若年性特発性関節炎
全身型重症筋無力症,全身型重症筋無力症
全身性アミロイドーシス,全身性アミロイドーシス
全身性エリテマトーデス,全身性エリテマトーデス
全身性カンジダ症,全身性カンジダ症
全身性変形性関節症,全身性変形性関節症
全身性多汗症,全身性多汗症
全身性強皮症,全身性強皮症
全身性強皮症性呼吸器障害,全身性強皮症性呼吸器障害
からだのむくみ,全身性浮腫
ぜんしんがはれている,全身性浮腫
体が浮腫んでいる腫れている,全身性浮腫
体が腫れている,全身性浮腫
体のむくみ,全身性浮腫
体中が浮腫む,全身性浮腫
体中できもの,全身性浮腫
体中にできもの,全身性浮腫
体中のむくみ,全身性浮腫
体中の浮腫み,全身性浮腫
体全体がむくんでる,全身性浮腫
体全体が浮腫む,全身性浮腫
体全体が腫れる,全身性浮腫
体全体に腫れがある,全身性浮腫
全体的にだるい,全身性浮腫
全身がむくんでいる,全身性浮腫
全身がん,全身性浮腫
全身が腫れている,全身性浮腫
全身にむくみが出る,全身性浮腫
全身に水ぶくれ,全身性浮腫
全身に腫れものができる,全身性浮腫
全身の浮腫み,全身性浮腫
全身の腫れ,全身性浮腫
全身むくんどる,全身性浮腫
全身性むくみ,全身性浮腫
全身性浮腫,全身性浮腫
全身浮腫,全身性浮腫
身体のむくみ,全身性浮腫
身体中がむくむ,全身性浮腫
SIRS,全身性炎症反応症候群
アナフィラキシーショック,全身性炎症反応症候群
こうぐん,全身性炎症反応症候群
全身が炎症起こしてる感じ,全身性炎症反応症候群
全身に炎症がある,全身性炎症反応症候群
全身の炎症,全身性炎症反応症候群
全身性の急性炎症反応,全身性炎症反応症候群
全身性炎症反応症候群,全身性炎症反応症候群
身体全体に炎症が起きる,全身性炎症反応症候群
全身性脂肪萎縮症,全身性脂肪萎縮症
全身性自己免疫疾患,全身性自己免疫疾患
全身打撲,全身打撲
全身湿疹,全身湿疹
全身熱傷,全身熱傷
体がぴくぴくする,全身痙攣
体の痙攣,全身痙攣
体全体がマヒ,全身痙攣
体全体の痙攣,全身痙攣
全身がしびれる,全身痙攣
全身で痙攣が起こる,全身痙攣
全身に痙攣が見られた,全身痙攣
全身に痙攣が起きている,全身痙攣
全身まひ,全身痙攣
全身マヒ,全身痙攣
全身痙攣,全身痙攣
全身麻痺,全身痙攣
身体中が痙攣すること,全身痙攣
身体全部が痙攣すること,全身痙攣
頭から足先までの痙攣,全身痙攣
全身痙攣発作,全身痙攣発作
体が痛い,全身痛
体の痛み,全身痛
体中が痛い,全身痛
体中の痛み,全身痛
体中痛い,全身痛
体全体の痛み,全身痛
全身がいたい,全身痛
全身が痛い,全身痛
全身に痛みが走る,全身痛
全身の体の痛み,全身痛
全身の痛み,全身痛
全身痛,全身痛
前身が痛い,全身痛
痛い病,全身痛
痛みます,全身痛
節々が痛い,全身痛
線維筋痛症,全身痛
繊維筋痛症,全身痛
身体の痛み,全身痛
身体中が痛い,全身痛
全身発疹,全身発疹
全身薬疹,全身薬疹
全身違和感,全身違和感
共同偏視,共同偏視
内ヘルニア,内ヘルニア
内リンパ水腫,内リンパ水腫
内側上顆炎,内側上顆炎
内側半月板損傷,内側半月板損傷
のおうほう,内出血
体内にできる袋状中に液体がたまったものからの内出血,内出血
内出血,内出血
出血性腎嚢胞,内出血
嚢胞に出血がある,内出血
嚢胞の中で血が出てる,内出血
嚢胞の中に血がでる,内出血
嚢胞出血,内出血
脳出血,内出血
脳溢血,内出血
血まめ,内出血
内分泌機能異常,内分泌機能異常
内分泌疾患,内分泌疾患
内分泌障害,内分泌障害
内反変形,内反変形
内反尖足,内反尖足
内反肘,内反肘
内反足,内反足
内因性うつ病,内因性うつ病
内因性ぶどう膜炎,内因性ぶどう膜炎
内斜視,内斜視
内旋拘縮,内旋拘縮
内痔核,内痔核
内痔瘻,内痔瘻
内眼筋麻痺,内眼筋麻痺
内耳先天奇形,内耳先天奇形
内耳性めまい,内耳性めまい
内耳梅毒,内耳梅毒
内耳炎,内耳炎
内臓下垂,内臓下垂
内臓脂肪型肥満,内臓脂肪型肥満
内臓逆位,内臓逆位
内軟骨腫,内軟骨腫
内転型痙攣性発声障害,内転型痙攣性発声障害
内転拘縮,内転拘縮
内転足,内転足
内頚動脈損傷,内頚動脈損傷
内頚動脈海綿静脈洞瘻,内頚動脈海綿静脈洞瘻
内頚動脈狭窄症,内頚動脈狭窄症
内頚動脈瘤,内頚動脈瘤
内頚動脈脳動脈瘤,内頚動脈脳動脈瘤
内頚動脈閉塞症,内頚動脈閉塞症
内麦粒腫,内麦粒腫
内鼡径ヘルニア,内鼡径ヘルニア
円形脱毛症,円形脱毛症
円柱尿,円柱尿
円柱状気管支拡張症,円柱状気管支拡張症
円背,円背
円蓋部髄膜腫,円蓋部髄膜腫
円錐角膜,円錐角膜
再生不良性貧血,再生不良性貧血
再発卵巣癌,再発卵巣癌
再発性アフタ,再発性アフタ
再発性十二指腸潰瘍,再発性十二指腸潰瘍
再発性単純ヘルペス,再発性単純ヘルペス
再発性多発軟骨炎,再発性多発軟骨炎
再発性急性膵炎,再発性急性膵炎
再発性胃潰瘍,再発性胃潰瘍
再発性胆管炎,再発性胆管炎
再発性脳梗塞,再発性脳梗塞
再発性虫垂炎,再発性虫垂炎
再発性角膜びらん,再発性角膜びらん
再発性鼡径ヘルニア,再発性鼡径ヘルニア
再膨張性肺水腫,再膨張性肺水腫
最重度知的障害,最重度知的障害
最重症再生不良性貧血,最重症再生不良性貧血
冠動脈拡張,冠動脈拡張
冠動脈疾患,冠動脈疾患
冠動脈石灰化,冠動脈石灰化
冠動脈硬化性心疾患,冠動脈硬化性心疾患
冠動脈起始異常,冠動脈起始異常
冠動静脈瘻,冠動静脈瘻
冠攣縮性狭心症,冠攣縮性狭心症
冠状加齢性白内障,冠状加齢性白内障
冠状動脈狭窄症,冠状動脈狭窄症
冠状動脈瘤,冠状動脈瘤
冠状動脈硬化症,冠状動脈硬化症
冠状動脈解離,冠状動脈解離
冠状溝部尿道下裂,冠状溝部尿道下裂
冷え症,冷え症
凍傷,凍傷
凍瘡,凍瘡
凝固因子欠乏症,凝固因子欠乏症
処女膜損傷,処女膜損傷
処女膜狭窄症,処女膜狭窄症
処女膜閉鎖,処女膜閉鎖
凹足,凹足
くも膜下出血,出血
ちがでる,出血
ちがまたでた,出血
ちが出た,出血
ぢでだ,出血
どんどんと血が出る,出血
またちがでてきたー,出血
また出血した,出血
また血ぃ出た,出血
また血がでる,出血
また血が出た,出血
また血が出る,出血
もう一度出血すること,出血
傷口が開く,出血
再び出血,出血
再び出血が見られること,出血
再び出血する,出血
再び血が出る,出血
再度出血,出血
出血,出血
動いている時に出血すること,出血
動かしている状態で血が出た,出血
動くだけで出血,出血
動くと出血,出血
動作出血,出血
動脈性出血　静脈性出血,出血
動脈性出血と静脈性出血,出血
急いで止血,出血
止血後に出血すること,出血
流血,出血
血がでる,出血
血がまた出る,出血
血が再び出る,出血
血が出てもうた,出血
血が出てる,出血
血が出ること,出血
血が出続けている,出血
血が止まったのにまた出た,出血
血が止まったのに再び出血すること,出血
血が止まらない,出血
血が流れる,出血
血出た,出血
血液がでる,出血
血管破裂,出血
赤出,出血
鮮血,出血
出血傾向,出血傾向
出血が多すぎてショック状態,出血性ショック
出血により体から大量の血液が失われることで全身の臓器障害が引き起こされる状態,出血性ショック
出血による急激な血圧低下、全身の末梢性循環障害,出血性ショック
出血多量によるショック,出血性ショック
出血性ショック,出血性ショック
出血量増加,出血性ショック
多量出血,出血性ショック
大量な血,出血性ショック
大量の出血でショック状態になる,出血性ショック
大量出血して危険な状態,出血性ショック
循環性ショック,出血性ショック
流血による異常,出血性ショック
緊急疾患,出血性ショック
血がいっぱい流れて命が危ない,出血性ショック
血が出てショック状態,出血性ショック
血が出て倒れる,出血性ショック
血が出過ぎて痙攣,出血性ショック
血の循環が悪くなり支障をきたす,出血性ショック
血みどろ,出血性ショック
血を流しすぎて気を失う,出血性ショック
血を見て気分が悪い,出血性ショック
出血性内痔核,出血性内痔核
出血性十二指腸潰瘍,出血性十二指腸潰瘍
出血性吻合部潰瘍,出血性吻合部潰瘍
出血性外痔核,出血性外痔核
出血性大腸炎,出血性大腸炎
出血性胃潰瘍,出血性胃潰瘍
出血性胃炎,出血性胃炎
出血性脳梗塞,出血性脳梗塞
出血性腸炎,出血性腸炎
出血性膀胱炎,出血性膀胱炎
出血性虹彩炎,出血性虹彩炎
出血性貧血,出血性貧血
出血性鼻茸,出血性鼻茸
分娩停止,分娩停止
分娩後出血,分娩後出血
分娩時異常出血,分娩時異常出血
分娩麻痺,分娩麻痺
分離不安障害,分離不安障害
分類不能免疫不全症,分類不能免疫不全症
切創,切創
切断,切断
切断端血腫,切断端血腫
切迫子宮破裂,切迫子宮破裂
切迫性尿失禁,切迫性尿失禁
切迫早産,切迫早産
切迫流産,切迫流産
初期白内障,初期白内障
初発労作型狭心症,初発労作型狭心症
初発白内障,初発白内障
初老性白内障,初老性白内障
初老期認知症,初老期認知症
刺創,刺創
刺咬症,刺咬症
刺虫症,刺虫症
前交通動脈瘤,前交通動脈瘤
前十字靱帯損傷,前十字靱帯損傷
前向性健忘,前向性健忘
前大脳動脈瘤,前大脳動脈瘤
前庭型メニエール病,前庭型メニエール病
前庭水管拡大症,前庭水管拡大症
前庭炎,前庭炎
前庭神経炎,前庭神経炎
前庭障害,前庭障害
前房出血,前房出血
前房蓄膿,前房蓄膿
前方脱臼,前方脱臼
前期破水,前期破水
前歯部反対咬合,前歯部反対咬合
前歯部開咬,前歯部開咬
前立腺出血,前立腺出血
前立腺小細胞癌,前立腺小細胞癌
前立腺炎,前立腺炎
前立腺症,前立腺症
前立腺痛,前立腺痛
前立腺癌,前立腺癌
前立腺癌再発,前立腺癌再発
前立腺癌検診,前立腺癌検診
前立腺癌骨転移,前立腺癌骨転移
前立腺結核,前立腺結核
前立腺肉腫,前立腺肉腫
前立腺肥大症,前立腺肥大症
前立腺腫瘍,前立腺腫瘍
前立腺膿瘍,前立腺膿瘍
前立腺障害,前立腺障害
前糖尿病,前糖尿病
前縦隔悪性腫瘍,前縦隔悪性腫瘍
前縦隔腫瘍,前縦隔腫瘍
前置胎盤,前置胎盤
前置血管,前置血管
前胸部基底細胞癌,前胸部基底細胞癌
前胸部打撲傷,前胸部打撲傷
前胸部熱傷,前胸部熱傷
きょうつぶう,前胸部痛
ひだりのまえのむねがいたい,前胸部痛
ひだりむね,前胸部痛
前胸部痛,前胸部痛
右側の胸に痛みがある,前胸部痛
右側の胸のあたりが痛い症状,前胸部痛
右側の胸の前の部分が痛いこと,前胸部痛
右側の胸の痛み,前胸部痛
右前胸部疼痛,前胸部痛
右胸の前の方が痛い,前胸部痛
右胸部痛,前胸部痛
左前の胸部に痛みがある,前胸部痛
左前胸部の痛み,前胸部痛
左前胸部打撲,前胸部痛
左胸の前の方痛い,前胸部痛
胸の左上が痛い,前胸部痛
胸痛い,前胸部痛
前胸部腫瘤,前胸部腫瘤
前胸部腫脹,前胸部腫脹
前胸部膿瘍,前胸部膿瘍
前脊髄動脈圧迫症候群,前脊髄動脈圧迫症候群
前脊髄動脈症候群,前脊髄動脈症候群
前脛骨筋損傷,前脛骨筋損傷
前腕滑膜肉腫,前腕滑膜肉腫
前腕痛,前腕痛
前腕脂肪腫,前腕脂肪腫
前腕腫脹,前腕腫脹
前腕蜂巣炎,前腕蜂巣炎
前腕血管腫,前腕血管腫
前腕軟部腫瘍,前腕軟部腫瘍
前腕骨折,前腕骨折
前足部変形,前足部変形
前足部痛,前足部痛
前頭側頭葉型認知症,前頭側頭葉型認知症
前頭側頭葉変性症,前頭側頭葉変性症
前頭洞炎,前頭洞炎
前頭洞癌,前頭洞癌
前頭洞骨折,前頭洞骨折
前頭葉てんかん,前頭葉てんかん
前頭葉星細胞腫,前頭葉星細胞腫
前頭葉症候群,前頭葉症候群
前頭葉神経膠腫,前頭葉神経膠腫
前頭葉腫瘍,前頭葉腫瘍
前頭葉膠芽腫,前頭葉膠芽腫
前頭蓋底骨折,前頭蓋底骨折
前頭部打撲傷,前頭部打撲傷
前頭部挫傷,前頭部挫傷
前頭部挫創,前頭部挫創
前頭部痛,前頭部痛
前頭骨腫瘍,前頭骨腫瘍
前頭骨陥没骨折,前頭骨陥没骨折
前頭骨骨折,前頭骨骨折
前頭髄膜腫,前頭髄膜腫
前額部切創,前額部切創
前額部基底細胞癌,前額部基底細胞癌
前額部打撲傷,前額部打撲傷
前額部挫傷,前額部挫傷
前額部挫創,前額部挫創
前額部皮下出血,前額部皮下出血
前額部皮下血腫,前額部皮下血腫
前額部皮膚癌,前額部皮膚癌
前額部脂肪腫,前額部脂肪腫
前額部裂創,前額部裂創
前駆期統合失調症,前駆期統合失調症
前駆陣痛,前駆陣痛
前骨間神経麻痺,前骨間神経麻痺
剣創状強皮症,剣創状強皮症
剥離性口唇炎,剥離性口唇炎
剥離性間質性肺炎,剥離性間質性肺炎
剥離性食道炎,剥離性食道炎
剥離骨折,剥離骨折
副乳,副乳
副乳頭,副乳頭
副咽頭間隙悪性腫瘍,副咽頭間隙悪性腫瘍
副咽頭間隙腫瘍,副咽頭間隙腫瘍
副甲状腺機能亢進症,副甲状腺機能亢進症
副甲状腺機能低下症,副甲状腺機能低下症
副甲状腺機能障害,副甲状腺機能障害
副甲状腺癌,副甲状腺癌
副甲状腺腺腫,副甲状腺腺腫
副甲状腺過形成,副甲状腺過形成
副神経損傷,副神経損傷
副神経障害,副神経障害
副神経麻痺,副神経麻痺
副耳,副耳
副肝管,副肝管
副脾,副脾
副腎クリーゼ,副腎クリーゼ
副腎出血,副腎出血
副腎性器症候群,副腎性器症候群
副腎悪性腫瘍,副腎悪性腫瘍
副腎損傷,副腎損傷
副腎炎,副腎炎
副腎異常,副腎異常
副腎癌,副腎癌
副腎白質ジストロフィー,副腎白質ジストロフィー
副腎皮質機能低下症,副腎皮質機能低下症
副腎皮質癌,副腎皮質癌
副腎皮質腫瘍,副腎皮質腫瘍
副腎皮質過形成症,副腎皮質過形成症
副腎結核,副腎結核
副腎脊髄ニューロパチー,副腎脊髄ニューロパチー
副腎腫瘍,副腎腫瘍
副腎腺腫,副腎腺腫
副腎萎縮,副腎萎縮
副腎骨髄脂肪腫,副腎骨髄脂肪腫
副角子宮,副角子宮
副鼻腔ポリープ,副鼻腔ポリープ
副鼻腔乳頭腫,副鼻腔乳頭腫
副鼻腔内反性乳頭腫,副鼻腔内反性乳頭腫
副鼻腔気管支症候群,副鼻腔気管支症候群
副鼻腔炎,副鼻腔炎
副鼻腔癌,副鼻腔癌
副鼻腔真菌症,副鼻腔真菌症
副鼻腔軟骨肉腫,副鼻腔軟骨肉腫
割創,割創
創傷,創傷
創傷感染症,創傷感染症
創部膿瘍,創部膿瘍
劇症１型糖尿病,劇症１型糖尿病
劇症型心筋炎,劇症型心筋炎
劇症型潰瘍性大腸炎,劇症型潰瘍性大腸炎
劇症紫斑病,劇症紫斑病
劇症肝炎,劇症肝炎
加湿器肺,加湿器肺
加重型妊娠高血圧腎症,加重型妊娠高血圧腎症
加齢性白内障,加齢性白内障
加齢黄斑変性,加齢黄斑変性
劣性栄養障害型先天性表皮水疱症,劣性栄養障害型先天性表皮水疱症
努力性呼吸,努力性呼吸
労作性狭心症,労作性狭心症
くるしくなった,労作時呼吸困難
しごとができないくらいしんどい,労作時呼吸困難
ちょっと動くと息が苦しい感じ,労作時呼吸困難
なんか知らんけど動くと息がしんどい,労作時呼吸困難
ろうどうさぎょうじにいきがくるしくなった,労作時呼吸困難
ろうどうちゅうにいきがくるしくなる,労作時呼吸困難
仕事中の呼吸が苦しい,労作時呼吸困難
仕事時に息苦しい,労作時呼吸困難
体を動かしている時に息切れする,労作時呼吸困難
体を動かすと呼吸が苦しい,労作時呼吸困難
体動時の息苦しさ,労作時呼吸困難
何か動くと呼吸がしんどい,労作時呼吸困難
作業中に呼吸ができなくなる,労作時呼吸困難
作業時に息が苦しくなる,労作時呼吸困難
作業時呼吸困難,労作時呼吸困難
働いている時に息をするのが出来なくなること,労作時呼吸困難
働いている時の呼吸が苦しい,労作時呼吸困難
労作性の呼吸困難,労作時呼吸困難
労作時の呼吸 難しい,労作時呼吸困難
労作時の息切れ,労作時呼吸困難
労作時呼吸困難,労作時呼吸困難
労作時呼吸苦,労作時呼吸困難
労働・作業時に呼吸が苦しい,労作時呼吸困難
労働すると呼吸ができない,労作時呼吸困難
動いたら呼吸がしんどい,労作時呼吸困難
動いた時に呼吸がしにくい,労作時呼吸困難
動いた時に息をすることが難しい状態,労作時呼吸困難
動いた時の呼吸苦,労作時呼吸困難
動いた時息が苦しくなる,労作時呼吸困難
動いた時息苦しくなる感じ,労作時呼吸困難
動くと呼吸が苦しい,労作時呼吸困難
